center_latitude,center_longitude,cluster_label
53.280395,-3.828759,0
53.420403,-7.996908,0
37.79495,-122.263837,2
39.151643,2.975874,0
54.322143,-4.451946,0
32.324199,35.142153,1
35.562362,24.781706,0
34.236831,-84.839645,2
-33.960989,25.618289,3
51.512964,-0.090873,0
51.890135,0.90503,0
39.749466,-89.802369,2
31.899987,46.52532,1
55.859357,-4.249801,0
32.642205,54.1508,1
54.558615,-3.156584,0
48.219542,16.507827,0
52.790553,-1.925316,0
38.263913,20.553885,0
23.928655,105.355425,1
6.809653,80.499413,1
53.987735,-1.215336,0
52.630136,-7.129737,0
47.483169,-90.553677,2
25.659101,31.767286,1
53.35157,-2.928263,0
39.138592,-77.511315,2
41.783659,-87.585016,2
55.530927,35.822401,0
53.191765,-2.890543,0
-5.654394,13.278481,3
1.267176,17.801486,3
45.158169,10.789933,0
48.863427,2.337033,0
56.06903,-3.459807,0
30.217942,-85.900553,2
51.507735,-0.125566,0
38.877173,-6.971275,0
-33.543106,149.119247,4
14.721724,78.683012,1
44.782555,-93.023631,2
18.601794,37.68824,1
51.338171,12.373521,0
17.771454,74.422698,1
47.874474,3.584257,0
55.948403,-3.185209,0
51.946253,-2.740307,0
52.36264,-0.225173,0
24.403217,-101.113383,2
50.512184,4.36265,0
19.002719,-96.993527,2
43.845615,-101.664355,2
66.489014,-94.453895,2
59.074548,15.006773,0
52.239947,-0.891566,0
41.975338,13.419888,0
40.219659,-74.768982,2
51.712614,-2.93659,0
29.461307,-81.737416,2
15.993177,43.506417,1
40.066682,14.664391,0
48.238719,16.46367,0
39.935583,-82.01903,2
42.441409,2.3323,0
45.895368,6.94604,0
46.740766,8.269847,0
42.743763,-77.784747,2
41.668109,12.537734,0
55.688198,12.565894,0
55.75305,11.349931,0
54.300406,18.924511,0
50.096172,14.243512,0
53.550212,-0.901494,0
53.40292,-2.980859,0
40.262748,-82.641548,2
62.114127,17.097093,0
5.545981,-54.820872,3
4.727772,19.465012,3
53.234352,-2.868811,0
37.378799,-80.438685,2
10.504541,-66.904879,2
43.108911,104.172204,1
36.78631,3.063894,0
11.035489,-84.697769,2
45.506339,-73.554918,2
37.064486,133.124962,1
51.505077,-0.086695,0
32.394033,-90.691064,2
36.878944,35.061563,0
40.433262,-83.282541,2
45.81122,4.356752,0
46.743599,9.378653,0
43.650806,-79.372367,2
15.550025,39.642043,1
63.542554,10.813358,0
39.799101,-3.244817,0
1.38325,110.258254,1
39.143927,-84.604928,2
50.535935,5.18186,0
39.289307,-76.612031,2
52.376477,-0.49353,0
12.741534,-86.303144,2
51.857121,19.72459,0
39.548555,-3.095043,0
42.817914,-76.154209,2
56.602388,-3.923804,0
44.936566,-68.704464,2
-23.181143,133.600011,4
31.194382,30.064998,1
-5.204537,0.242768,3
20.907076,78.167326,1
52.637956,-2.138313,0
49.957739,5.682948,0
55.788322,29.433428,0
41.121358,29.039454,0
51.227742,0.639624,0
46.842415,-71.202446,2
34.958715,-91.116225,2
41.608089,-72.796058,2
54.657392,-2.991964,0
-26.334598,133.686782,4
50.331033,-4.643814,0
38.30762,-3.87187,0
47.854567,6.720409,0
-26.604952,133.846521,4
51.337738,3.79889,0
52.285835,-4.194693,0
-20.491868,-61.121007,3
41.261195,12.743756,0
55.682776,12.577399,0
3.731148,35.345184,3
35.976806,-107.67343,2
-9.687103,14.42775,3
41.884587,28.017967,0
25.717145,32.633975,1
44.379576,5.595137,0
61.335485,-30.315019,0
48.930245,7.754457,0
2.773792,31.823835,3
40.703027,-74.071897,2
29.304323,-107.714267,2
47.217376,-95.181245,2
40.719656,-73.990879,2
33.59551,-80.7143,2
39.335942,-82.029242,2
19.254139,-96.521432,2
10.407421,-1.783431,3
19.878119,16.57843,1
17.271604,-62.734153,2
51.297975,-0.628371,0
38.209937,24.630378,0
44.179405,8.180943,0
62.183049,18.177774,0
6.32331,33.18959,3
53.383239,-1.476401,0
50.979067,0.827461,0
32.242523,35.252646,1
51.770233,8.284452,0
51.527598,10.800282,0
38.572424,-85.32285,2
6.979548,81.212275,1
41.846607,-105.926068,2
43.102049,-73.580084,2
55.052056,37.160012,0
56.667656,-4.635919,0
51.879678,-8.403197,0
55.955972,-3.188343,0
51.201957,4.390753,0
44.597994,33.531978,0
51.49914,-0.174687,0
38.85155,-78.371556,2
46.787822,8.280744,0
48.863362,2.337118,0
51.530519,-0.110644,0
59.943297,30.313245,0
34.056705,-118.239267,2
51.1832,14.590842,0
51.52924,-0.159178,0
55.974416,-3.169837,0
0.550091,36.15792,3
43.886736,-103.43541,2
45.423253,-73.985932,2
2.452691,19.847384,3
37.811731,137.477814,1
56.562988,9.525454,0
51.235725,-0.369513,0
42.769782,-76.484253,2
52.338455,-0.725767,0
51.279405,1.081692,0
34.280772,-77.530196,2
47.787718,12.17856,0
-2.062477,40.9694,3
50.438466,34.090288,0
51.556101,-1.442955,0
39.070242,97.32893,1
