center_latitude,center_longitude,cluster_label
64.951731,-18.884569,0
55.949451,-3.190946,0
1.50453,14.814076,3
43.911256,-71.488484,2
51.533334,12.698964,0
56.940664,-135.301887,2
39.575447,-78.921735,2
55.85791,-4.24574,0
47.207901,1.941236,0
13.471337,39.425318,1
53.320616,0.192776,0
18.637772,78.930014,1
46.519755,10.495744,0
20.76715,-0.511016,3
44.553254,-77.091164,2
9.908189,44.445354,1
48.578652,7.769253,0
21.873551,-159.171728,2
54.706795,-1.800203,0
51.526599,-0.109345,0
17.790613,18.586857,1
59.235405,8.361033,0
31.101277,114.904224,1
53.193719,-1.649863,0
57.121703,-4.401516,0
44.07272,7.545304,0
51.391726,0.527987,0
51.513708,-0.098557,0
-15.038051,40.733813,3
18.997255,-73.043447,2
40.109,-74.837176,2
50.712601,-1.923542,0
-5.939467,12.886337,3
17.003631,60.559618,1
53.193819,-1.650093,0
17.483393,-92.046439,2
52.326531,1.677353,0
79.713417,11.120964,0
29.608633,33.446415,1
51.597148,-1.027124,0
31.854423,-8.180427,0
51.457022,-2.635014,0
47.624627,6.090088,0
44.451728,-75.294704,2
45.543542,11.000284,0
18.917139,72.897019,1
1.202043,14.594591,3
34.081913,-44.621085,2
40.262379,-74.3192,2
51.165101,0.337519,0
56.641856,-4.715171,0
57.143958,-2.100574,0
42.612095,-73.957677,2
50.11229,8.68066,0
32.643933,-82.130125,2
38.535898,22.131074,0
52.514171,13.40826,0
37.648188,126.669045,1
50.35632,3.850426,0
7.667858,6.732568,3
51.338719,12.375626,0
54.709345,20.532384,0
48.043022,14.416658,0
57.825162,-4.674375,0
52.24305,-3.356716,0
-20.31561,25.525753,3
38.901985,-79.997966,2
54.894833,-2.936956,0
49.879259,4.734024,0
41.782275,15.914692,0
32.342,35.132267,1
36.844657,-96.325122,2
35.597931,24.707067,0
50.822476,-0.141048,0
23.397813,-101.12756,2
52.394431,-1.006552,0
37.411152,22.442749,0
44.589307,-63.553949,2
52.709885,-2.750967,0
49.649214,10.698302,0
19.841042,73.048104,1
11.516364,-85.068128,2
52.802971,-2.008866,0
56.022129,-4.812959,0
51.818986,-0.827479,0
41.578645,-72.09286,2
39.727972,-75.587332,2
37.871745,136.364269,1
72.744532,-7.222935,0
52.068402,18.630166,0
48.805507,7.811736,0
49.871917,8.65027,0
51.510159,-0.08639,0
48.586367,7.759872,0
40.387784,-4.84303,0
54.360446,-2.250766,0
45.159609,-74.855376,2
51.231349,-0.348767,0
41.906395,-72.772521,2
-21.546445,-61.522836,3
37.13472,-97.478651,2
37.459828,-93.959254,2
29.998033,-81.388192,2
38.285342,-81.413351,2
-35.039028,-56.445556,3
32.612683,-86.74947,2
35.9149,-86.87511,2
55.952373,-2.985862,0
53.113621,8.145273,0
51.29847,-0.388458,0
32.73583,-79.885003,2
44.800856,6.402632,0
50.369878,-4.952548,0
31.77598,35.233542,1
40.343853,-132.698067,2
50.234684,12.315365,0
50.710623,4.485294,0
54.567639,-3.08395,0
51.503523,-0.135448,0
50.640556,3.074901,0
55.95807,-3.19423,0
42.573646,-73.737006,2
44.940671,7.504451,0
52.285265,-1.514678,0
43.070064,-1.332733,0
46.626051,1.452905,0
52.206088,0.117959,0
43.533419,75.35196,1
13.905437,-60.98018,2
-38.182626,144.730917,4
51.514005,-0.136061,0
41.882859,-87.63325,2
-40.857164,172.701706,4
1.414105,-1.590107,3
19.892431,102.137101,1
42.521871,3.114986,0
50.355618,-4.154747,0
33.629371,39.730633,1
13.050456,77.799334,1
46.660368,1.599726,0
51.503443,4.876316,0
37.829497,-102.818913,2
59.943405,30.314055,0
23.849891,35.710493,1
50.608761,-4.351716,0
11.456486,-12.318802,3
48.464001,9.738337,0
39.823035,-75.406219,2
41.324673,-86.263467,2
43.23843,-79.676949,2
12.281229,73.82411,1
57.333264,-6.215438,0
60.022303,29.955252,0
46.92805,21.221196,0
34.990649,43.832958,1
55.978379,-3.226337,0
26.053358,46.212828,1
51.51702,-0.092224,0
45.906749,8.9697,0
45.351938,36.468016,0
52.759993,-1.476398,0
61.432681,8.986411,0
51.569521,-0.125268,0
43.066232,23.202274,0
25.33845,-101.04856,2
34.8689,7.930896,0
51.512603,-0.10822,0
12.062545,14.916107,3
42.098493,49.940033,1
50.753375,-2.225853,0
37.405104,-110.36336,2
51.556786,-1.509822,0
60.071908,31.699886,0
40.545767,-74.685418,2
42.33594,-94.140576,2
-22.712215,33.997223,3
50.167836,10.763845,0
52.912818,-2.080929,0
43.56395,-73.697902,2
45.462888,59.991205,1
51.513696,-0.118368,0
38.203784,23.294868,0
42.24089,1.495714,0
52.041179,-129.663037,2
39.098665,-9.007333,0
52.368744,-2.304238,0
51.721071,-2.904328,0
33.854683,-81.072839,2
-27.593658,18.973628,3
51.742126,-1.094648,0
-22.237245,-58.643135,3
49.253802,4.033872,0
51.716233,0.725685,0
37.718244,25.735835,0
52.395995,-3.967868,0
15.059049,-14.348576,3
9.484529,24.804316,3
45.384124,11.822288,0
-32.798171,27.356163,3
51.817395,-1.512412,0
37.427512,49.03565,1
34.440452,43.309303,1
27.821169,32.038236,1
42.094202,-71.749403,2
51.256915,7.148954,0
47.022621,22.718956,0
39.342099,16.680027,0
40.973955,-5.561466,0
39.987793,-83.449923,2
23.597237,84.33104,1
50.360011,-4.140983,0
46.354386,2.380409,0
47.086791,6.71129,0
-0.012933,19.472408,3
53.835722,-4.773199,0
44.981242,-61.665187,2
3.806253,-66.596815,3
31.778456,35.230007,1
38.725437,-77.631258,2
55.952987,-3.195112,0
53.299581,-9.601912,0
-25.259749,-68.410667,3
-1.496898,-79.216877,3
47.18974,-95.215595,2
54.430812,-2.628766,0
49.000446,6.27402,0
-24.096261,-57.056847,3
51.850309,12.553046,0
40.717729,-73.993996,2
49.206811,2.586099,0
53.477541,-2.24349,0
-34.610442,-58.379719,3
52.684467,23.840315,0
41.83133,-87.638589,2
53.742441,-0.332565,0
50.411467,1.91017,0
51.393947,0.532818,0
50.444092,-4.88439,0
26.456994,80.376361,1
51.504217,-0.089615,0
-29.062768,30.385071,3
53.143777,18.590135,0
53.795002,9.424598,0
50.962326,-3.954565,0
-5.256838,13.53207,3
27.289063,-5.260317,0
-33.862689,150.307302,4
-24.761937,24.893716,3
51.482681,-0.218314,0
40.250343,26.608571,0
-17.127204,-150.035476,3
49.734871,23.676276,0
57.149402,-2.088426,0
20.894213,78.023738,1
53.656229,-8.104738,0
51.333104,12.387317,0
55.544947,-3.633639,0
50.418107,15.118685,0
40.708839,-74.010277,2
44.584439,33.525262,0
60.329034,-1.108231,0
-9.254415,14.193721,3
37.07512,-94.114645,2
-32.146971,152.021594,4
53.827015,-2.600773,0
-15.956389,45.373261,3
51.87556,-3.285609,0
52.398721,0.262916,0
35.998056,31.968144,0
41.445429,12.625999,0
46.460105,6.845682,0
50.788258,-2.444816,0
50.698213,-1.31241,0
51.255247,1.494169,0
63.796049,-117.592846,2
37.714512,-89.762876,2
42.638326,-82.404495,2
52.772385,15.050287,0
15.105041,-66.968199,2
43.648252,-79.379456,2
54.664128,-2.981377,0
40.017623,1.52796,0
-24.729876,133.382741,4
51.226146,6.782575,0
30.912364,32.038098,1
32.507842,35.192568,1
39.423286,-2.786246,0
54.235971,-3.095154,0
50.908066,-0.06777,0
52.204375,0.113568,0
53.353572,-8.157257,0
57.161671,-4.018695,0
46.749326,20.279539,0
17.614279,74.779812,1
54.792943,32.082949,0
37.101471,133.176642,1
52.209005,0.119592,0
41.89387,12.49036,0
51.967988,-2.190021,0
4.572228,-0.49021,3
24.427134,-5.652125,0
52.476773,-121.892942,2
10.031326,9.445831,3
3.897416,17.024955,3
38.508303,136.889473,1
23.035365,9.542128,1
54.98892,-1.510183,0
53.309219,-7.897702,0
38.794199,34.646173,0
39.356591,-3.145646,0
40.156344,-7.865264,0
51.512407,-0.130077,0
37.113503,-96.771341,2
31.744638,37.421685,1
-3.006239,-79.932818,3
43.69617,-105.740893,2
59.746139,37.288711,0
38.471451,22.7293,0
42.702625,-70.799222,2
-32.215529,-59.198482,3
47.322901,-94.674934,2
53.343544,-6.2689,0
40.711109,-74.000937,2
0.151291,-25.010685,3
32.773395,-79.931862,2
38.45714,-79.487512,2
78.136877,-72.9104,2
-32.81182,116.875898,4
7.94395,93.312846,1
-21.579282,-58.287347,3
-5.07006,32.80593,3
48.858546,2.348246,0
42.343774,-71.061264,2
41.51666,-72.737278,2
-37.43352,175.162767,4
21.209523,61.05845,1
39.259147,-76.68302,2
7.256424,28.07907,3
-33.815859,151.002638,4
41.89125,12.487529,0
55.950497,-3.253493,0
41.889097,12.48142,0
3.285499,-64.412963,3
40.821527,23.123092,0
43.733402,-69.834467,2
34.215271,40.395674,1
37.296083,14.026887,0
51.503093,-0.054282,0
22.138691,-79.810116,2
51.524366,-0.086926,0
53.123242,8.153419,0
-51.055264,-68.507013,3
12.625964,-69.985358,2
41.676964,-85.858487,2
37.701608,-102.483309,2
57.897945,-102.563906,2
20.439388,-88.830967,2
43.837635,-73.411418,2
51.546704,-0.274786,0
52.76961,-2.050604,0
34.849779,126.387954,1
24.829495,0.576292,0
-23.283328,-66.646897,3
55.597288,22.539053,0
46.202291,6.146889,0
11.20595,96.831839,1
50.879257,4.700592,0
53.049988,-4.223466,0
50.970317,18.646571,0
26.026054,-97.460958,2
51.500093,3.58761,0
43.154413,-79.064928,2
39.950852,-3.628897,0
5.982757,19.236025,3
40.712923,-73.997571,2
46.654151,-1.831033,0
54.209415,-3.127499,0
42.734555,-72.454589,2
50.785649,4.573001,0
-49.80412,-71.399386,3
53.345762,-6.262192,0
41.979249,12.55494,0
56.889339,-4.719755,0
-6.019021,26.60782,3
36.930063,21.683032,0
51.452529,-2.594582,0
44.839696,33.639872,0
36.361889,25.693432,0
34.038221,35.978493,1
11.432532,14.437681,3
53.15545,-0.315549,0
41.748654,-87.682647,2
22.504419,-71.785629,2
75.915662,-106.314812,2
6.155292,9.938437,3
35.410631,-76.117565,2
35.914073,14.418577,0
23.803878,-93.96424,2
41.317346,-8.171034,0
41.981097,30.886377,0
11.645709,76.660148,1
-31.510972,150.109925,4
48.855849,2.246532,0
37.815687,-96.764478,2
36.484866,-81.551617,2
-34.029423,18.649923,3
67.900827,23.578575,0
40.333198,-80.924792,2
40.058295,-4.454795,0
-28.377318,30.634536,3
41.846409,12.658854,0
67.287858,21.151724,0
40.398218,-79.859792,2
32.804458,43.895716,1
51.991553,-0.600023,0
49.724697,6.243268,0
53.632427,-5.472081,0
34.708472,18.255157,0
35.287951,24.903331,0
47.542294,-111.183289,2
48.776725,9.170427,0
15.981594,36.391965,1
-5.497892,15.348154,3
51.045525,11.653075,0
48.22156,14.457683,0
15.456591,32.114082,1
40.462365,-79.934343,2
50.681893,4.419304,0
32.449788,13.345794,0
-0.612125,10.987125,3
50.76364,-1.292206,0
34.100183,-86.568225,2
53.303265,-8.099487,0
47.800658,0.957929,0
54.334526,9.911075,0
39.537038,-6.984003,0
51.652927,-3.317044,0
41.888187,12.486678,0
48.871738,2.895205,0
51.339787,12.374666,0
35.87173,-75.669877,2
38.040729,137.286669,1
50.682147,-1.336639,0
57.175326,-4.355079,0
42.827586,-2.738192,0
41.652303,-0.884476,0
55.392208,-5.685168,0
37.569347,-77.285372,2
54.919668,-7.884161,0
47.072002,1.65188,0
64.903613,-22.143856,0
46.353931,7.337317,0
54.569418,-4.438552,0
-41.302731,146.721405,4
37.112411,-86.853584,2
53.576636,-0.809975,0
46.82762,9.645372,0
51.49808,-0.158274,0
50.846678,4.350782,0
0.577777,17.453081,3
49.085836,16.681282,0
47.333198,-94.514811,2
51.162667,0.35049,0
55.415531,-1.706285,0
-32.302608,135.000522,4
27.799901,101.529509,1
52.395088,24.574523,0
49.841696,3.291284,0
51.493115,-0.175404,0
20.039651,-76.320268,2
35.160403,34.796191,1
50.331374,15.520548,0
42.605592,-71.571068,2
34.017753,-118.304746,2
39.286259,14.81681,0
43.073525,-3.528234,0
35.861151,-85.90045,2
37.505973,29.196188,0
45.338527,-87.791198,2
36.922029,-83.70761,2
45.453714,8.771466,0
39.514271,-88.312011,2
40.442738,-89.067704,2
52.090691,5.12316,0
14.222366,-10.708811,3
11.531313,24.753305,3
54.547516,12.237336,0
54.397999,20.645046,0
-13.672426,33.722782,3
56.935349,-2.594142,0
46.419426,-120.326159,2
55.738885,12.249524,0
63.777854,15.528142,0
40.480095,141.300892,1
30.157166,25.763231,1
40.165211,26.394116,0
47.021784,8.548789,0
5.870698,-1.195448,3
48.211708,16.369864,0
22.406511,-79.427776,2
33.433603,-110.760911,2
34.858144,35.882159,1
40.599736,-6.534767,0
45.896679,-60.001956,2
51.847279,-1.370739,0
55.89784,13.554589,0
44.596043,33.570862,0
54.267123,-1.737818,0
51.507971,-0.127817,0
39.996222,-3.016921,0
52.773279,-7.23429,0
53.346375,-6.268194,0
15.581885,99.973642,1
43.966383,-80.851211,2
10.881687,13.053022,3
36.763877,-92.431772,2
37.023563,-99.478429,2
53.590036,-6.712789,0
35.995882,-76.350707,2
51.795776,11.38003,0
56.639788,-4.727498,0
53.484507,-2.244016,0
41.222703,-86.21029,2
50.883742,17.055797,0
53.316326,-3.824709,0
47.629676,8.422997,0
53.332836,-3.839995,0
26.337037,38.165139,1
51.422999,-0.335634,0
42.350987,-71.066848,2
39.309324,-9.189338,0
37.877975,137.537326,1
-16.562315,24.721112,3
1.657729,114.420408,1
25.718111,32.658548,1
42.396455,15.460194,0
40.400954,-7.382362,0
23.691357,-102.557102,2
-13.10545,37.670568,3
47.567369,17.674666,0
53.186204,18.759414,0
19.701559,17.719523,1
47.018937,1.755006,0
34.148536,-83.487875,2
47.707289,-119.248064,2
37.985054,23.640475,0
51.512297,-0.097878,0
39.297249,-79.011027,2
20.737036,-10.562631,3
55.87834,-3.508224,0
1.407327,19.3145,3
-22.044725,-58.023427,3
22.153134,113.544936,1
33.405183,92.719511,1
51.523295,-0.106222,0
59.290333,-5.62138,0
50.075019,14.315934,0
51.336903,1.251546,0
51.215207,0.766228,0
-36.626221,145.557539,4
41.612403,-107.262965,2
5.649032,17.178527,3
-30.238099,23.999545,3
30.082775,31.195467,1
37.34239,-112.557641,2
25.33133,11.237109,1
37.676409,35.211868,0
17.923022,7.333426,3
50.687391,-1.312622,0
62.301339,18.952303,0
42.798139,-75.821545,2
53.280387,-3.828836,0
51.854399,-2.63694,0
56.082025,-3.942382,0
36.86496,-94.760362,2
44.436299,13.462725,0
48.77517,-56.065326,2
43.694545,4.884215,0
51.505985,-0.099987,0
54.198778,12.14591,0
10.43198,45.0017,1
54.675042,-7.242444,0
26.022521,75.779718,1
41.720893,-71.289738,2
53.485256,-2.243665,0
37.660093,22.456461,0
53.540056,-7.958144,0
47.276926,-121.2688,2
45.366589,11.25833,0
11.577041,90.739845,1
33.400063,-81.127335,2
50.324923,-4.868381,0
21.036127,74.741115,1
30.188033,32.386084,1
38.538561,-6.62253,0
34.999951,135.756901,1
-37.322358,-71.972851,3
41.6165,0.621852,0
50.793881,5.047621,0
50.568734,-3.664887,0
51.507829,-0.167095,0
50.417424,-4.666998,0
52.83337,-4.194407,0
51.209043,3.226958,0
46.624593,-63.611227,2
43.615852,21.103392,0
50.111615,8.682068,0
-29.35057,24.160384,3
46.406123,-94.249314,2
37.236952,81.099766,1
47.272179,5.56238,0
46.424,22.585948,0
51.512299,-0.090073,0
23.037314,-81.202448,2
53.090614,-2.187278,0
10.370515,33.948937,3
29.654978,-90.469172,2
53.844631,-2.188197,0
51.95425,-4.183143,0
31.775098,35.233603,1
39.976396,-82.98414,2
34.149694,89.395922,1
57.012826,-4.697436,0
59.028796,-2.971849,0
52.376484,4.626989,0
51.220489,4.4061,0
37.334154,-95.254249,2
20.651327,82.017299,1
-21.515348,-59.366109,3
53.104797,16.887671,0
52.023037,-9.516271,0
58.191674,-4.642378,0
41.890145,16.450283,0
-40.731865,172.875651,4
37.524638,-78.20992,2
38.980048,117.707419,1
35.831208,14.528918,0
45.153899,10.793914,0
51.621328,-2.238519,0
53.243072,15.818547,0
48.187394,8.83899,0
-34.094524,149.494426,4
48.859169,2.352808,0
38.084718,-88.352425,2
54.050729,-6.398753,0
38.247837,-122.064379,2
54.908909,-6.973843,0
47.469241,1.459936,0
9.51516,138.119782,1
48.857115,2.345409,0
2.361967,-97.604277,2
56.699922,-4.247137,0
51.517851,-0.081467,0
33.738091,-84.442224,2
52.447708,-4.052796,0
48.493576,7.370568,0
-4.763843,38.184129,3
53.050893,-3.391292,0
51.380644,-2.359515,0
32.327101,35.413677,1
50.926268,5.767151,0
38.599563,-87.629215,2
39.319478,-9.04806,0
49.577512,10.789755,0
38.917688,-76.967008,2
34.502617,69.170332,1
63.044757,16.008751,0
44.82161,10.710862,0
51.054081,13.730416,0
51.744064,-2.963261,0
27.654491,21.139337,1
50.546803,-1.830597,0
22.931067,-100.698009,2
39.781043,-77.23058,2
54.141477,-34.755743,0
57.450558,-4.507753,0
43.719768,32.802637,0
53.139678,-0.967457,0
-33.825417,150.977551,4
55.749202,-4.072536,0
37.33514,-119.119176,2
55.944612,-3.191618,0
36.356422,136.138328,1
42.344857,-3.709053,0
15.084819,5.223443,3
43.702261,22.40694,0
44.660294,16.426834,0
39.543609,-75.412987,2
33.69587,-83.983233,2
37.758778,126.196253,1
-32.936078,149.49211,4
-21.840002,-57.750672,3
39.589445,-87.748486,2
40.71356,-73.996655,2
45.613282,14.884842,0
38.277625,-77.449256,2
52.431142,-3.638684,0
-15.792499,28.307929,3
42.522059,-70.892493,2
52.131177,-1.743389,0
-31.575292,147.579463,4
55.784264,-4.519431,0
48.073522,0.379653,0
45.430276,-73.672307,2
-38.136447,144.745091,4
43.062537,-2.042533,0
44.406031,-73.340498,2
-21.428463,-58.347496,3
50.727033,-3.779364,0
52.236397,21.007791,0
44.020311,7.095909,0
53.384827,-8.0828,0
-21.11443,-59.532261,3
50.449631,5.699512,0
49.804495,27.978441,0
55.750741,37.639177,0
17.484102,-92.046149,2
55.292012,-2.049066,0
-10.690449,-76.262474,3
52.933784,-4.44456,0
34.356647,34.875963,1
52.976272,-2.217748,0
1.304861,103.848657,1
51.268712,-1.051916,0
13.905952,-4.555171,3
49.596687,14.389293,0
34.386327,32.078325,1
45.01912,-67.043269,2
27.955158,-15.55057,0
44.888714,22.64321,0
35.939595,14.370369,0
37.204783,32.326141,0
75.817632,-77.552636,2
48.575915,7.746712,0
52.886488,-1.558053,0
0.592181,17.592739,3
48.855549,2.246503,0
34.974158,81.339929,1
1.183853,15.67422,3
49.441386,1.09733,0
38.967416,94.352761,1
47.455397,13.449076,0
49.055199,9.535636,0
53.550093,-2.571308,0
34.927484,-97.133471,2
48.865291,2.33815,0
51.503744,-0.060649,0
32.516277,-90.578363,2
48.856454,2.910463,0
4.559282,26.763065,3
53.238639,-2.526477,0
46.808711,7.14133,0
31.77807,35.23576,1
55.25022,10.102668,0
47.264232,8.959215,0
7.660169,12.647998,3
53.796315,-1.540694,0
25.511965,43.562633,1
52.37614,4.885611,0
34.515938,-84.930441,2
42.055288,-71.744481,2
3.454171,28.277492,3
34.054348,75.29619,1
65.058108,35.687891,0
5.97498,-2.673546,3
-28.20657,23.989695,3
48.858176,2.334397,0
51.060286,0.09429,0
27.237134,-82.302664,2
42.779047,18.953182,0
33.648336,39.731342,1
28.308057,-44.66308,2
31.781698,35.222444,1
-28.751082,24.779405,3
50.456248,3.953448,0
56.785461,9.879484,0
39.89635,44.422478,1
52.651306,-0.477962,0
59.93343,30.107733,0
-29.230498,30.035594,3
44.812177,33.743368,0
51.164036,-3.592396,0
45.626093,5.910517,0
43.561052,-0.542025,0
44.685896,-73.417201,2
49.959383,15.714116,0
53.243704,-2.485642,0
40.702739,-74.014855,2
-30.413684,29.597878,3
54.501105,-7.884651,0
41.252583,-73.760692,2
41.890409,12.484923,0
48.138441,11.572821,0
-21.487626,-58.276724,3
32.961477,6.326597,0
-20.622943,14.622213,3
33.566814,35.372549,1
54.586634,-4.479389,0
35.277403,-2.593412,0
49.445592,1.089871,0
36.964239,-88.217828,2
41.039732,49.130791,1
55.981555,9.558121,0
-24.570205,-56.688024,3
55.668114,-125.071726,2
48.749588,4.222584,0
32.324497,6.991901,0
51.63144,-0.714386,0
51.112312,-2.917875,0
-38.129753,176.316539,4
34.207615,59.580963,1
38.177226,136.073895,1
50.72103,-3.532636,0
54.109593,-1.581694,0
-21.421411,-58.338667,3
7.401733,93.697493,1
-27.084656,21.174518,3
38.049656,-76.951976,2
64.145332,-21.939607,0
41.218226,-86.297521,2
24.527995,-99.268032,2
50.926805,4.145786,0
48.681134,22.432503,0
28.872074,36.290205,1
50.567595,4.457333,0
60.445605,86.061178,0
40.711735,-74.004976,2
52.468539,17.82151,0
55.495675,-2.85806,0
49.106362,7.090635,0
51.516891,-0.177565,0
-0.588762,25.685614,3
56.895504,24.213409,0
51.738402,19.860359,0
49.743377,13.487742,0
53.550002,9.995117,0
48.59008,7.748461,0
54.518105,29.287508,0
50.979925,24.04583,0
44.612917,33.514791,0
10.928253,-83.700789,2
54.226012,-1.308704,0
31.777119,35.232828,1
48.798297,-55.121894,2
31.771086,35.078834,1
48.863464,2.336969,0
53.248726,-7.872733,0
78.165082,14.604195,0
36.651416,38.117393,1
44.561532,6.483881,0
-13.3431,37.950622,3
41.591481,-83.044819,2
46.866819,1.406804,0
55.963058,-3.289055,0
45.935834,20.082851,0
22.43134,-71.744589,2
19.652802,81.128982,1
59.324799,18.066185,0
46.691616,31.89651,0
37.947109,27.343975,0
11.353174,-15.266604,3
46.725773,1.682124,0
43.082868,-79.072368,2
55.947162,-3.199676,0
48.642269,4.816096,0
6.605852,114.169884,1
55.949628,-3.190522,0
42.365076,-71.079174,2
35.126101,33.466207,1
37.110072,15.250641,0
-16.204348,26.531328,3
55.862549,-4.276045,0
20.076297,81.062794,1
53.183783,-0.262884,0
10.61818,78.773232,1
50.122031,-5.368919,0
-32.19798,149.639025,4
56.501587,29.048975,0
51.365167,-0.427567,0
52.207094,0.117552,0
50.916903,6.279995,0
48.859299,2.339356,0
40.874121,23.042699,0
48.842413,10.473762,0
15.466156,39.788655,1
45.151159,-76.206397,2
48.768074,8.273274,0
18.155531,-77.836428,2
-11.487725,39.984467,3
45.392162,4.813237,0
38.435672,-98.112002,2
32.253645,-7.733666,0
37.35871,-4.044115,0
33.32726,-79.948185,2
29.884272,-89.940232,2
35.888551,-5.32342,0
-34.767153,149.523242,4
-15.961454,-5.712179,3
51.2199,0.692552,0
50.771306,0.209205,0
52.322111,-1.596752,0
52.629455,-2.74058,0
-0.135301,18.736962,3
51.460834,-0.099564,0
43.668035,-70.249039,2
35.094613,129.073045,1
24.694741,84.989824,1
27.526978,32.107162,1
-20.27288,-70.166863,3
51.409433,-0.16402,0
43.317584,-1.982723,0
53.289267,-1.633123,0
20.333068,27.675772,1
39.759122,-77.556584,2
53.034041,19.926284,0
55.533977,-4.626927,0
50.648998,2.887654,0
51.453025,-2.6313,0
55.861644,-4.26431,0
58.333076,15.211912,0
34.207289,-83.476673,2
37.758533,22.456715,0
47.155995,3.637299,0
51.770823,0.671002,0
48.86519,2.337972,0
38.402463,20.677714,0
40.328684,19.967501,0
-1.158193,31.773629,3
54.794658,-4.43154,0
-6.579997,36.579955,3
55.292302,-2.103719,0
0.340505,37.035532,3
54.87868,-4.41839,0
52.965926,-2.156582,0
51.350977,-1.998221,0
24.065607,-105.328905,2
52.223916,-2.693016,0
42.07592,9.088432,0
45.492004,36.126934,0
20.643742,-157.426218,2
38.99082,-105.533634,2
54.747126,-1.996749,0
46.593966,0.798758,0
53.345313,-6.286002,0
40.806978,-82.277806,2
23.695451,44.702329,1
55.564818,87.875917,1
41.452347,-81.672832,2
2.231055,17.091169,3
53.743121,-0.333117,0
14.247288,31.573944,1
51.067661,-1.306556,0
53.765656,-108.594891,2
31.198827,29.900302,1
42.814131,-1.669263,0
49.505322,4.657841,0
51.358522,1.328718,0
16.655553,-54.435373,2
41.464104,-71.303533,2
36.105571,72.42005,1
29.858996,48.389544,1
64.847488,25.051064,0
50.166576,8.749487,0
31.408876,121.029546,1
38.877756,-6.966986,0
29.400306,34.087182,1
48.863419,2.337124,0
30.861825,122.474888,1
28.194568,-87.097462,2
57.675333,-4.28303,0
-9.669612,15.703177,3
39.962239,-75.145532,2
51.529113,-0.15503,0
31.778515,35.230155,1
40.540035,-121.182841,2
-20.227241,57.555317,3
51.668183,-0.074525,0
40.696075,-73.992889,2
55.552718,-3.689694,0
41.892628,12.48269,0
53.120403,8.146069,0
40.336848,-74.668094,2
35.873742,-86.435279,2
53.207064,-1.440672,0
58.413835,-3.440997,0
13.579763,-10.175336,3
36.671759,26.953495,0
34.970705,35.806725,1
2.937757,18.139568,3
52.87294,8.40632,0
54.436382,-3.104277,0
44.527107,55.067266,1
48.856566,2.345908,0
54.883334,-3.519841,0
36.675106,7.256634,0
38.571636,-76.847715,2
43.671676,26.494191,0
15.818083,106.34645,1
55.904602,162.374708,1
51.632355,13.723597,0
48.098758,9.370378,0
42.701226,-76.459256,2
51.602021,0.614411,0
37.075893,15.263769,0
53.250951,-2.483853,0
35.85024,41.010495,1
41.030933,-92.06506,2
51.314052,0.416424,0
50.013779,14.211004,0
42.996383,-73.634541,2
54.441352,-2.63385,0
61.948107,-103.881518,2
18.723872,-90.302875,2
30.869955,95.374039,1
52.476582,-4.005511,0
54.507375,39.644324,0
18.151194,-77.267186,2
55.952964,-3.194309,0
19.707605,81.163441,1
42.622529,46.341859,0
54.272986,-8.474602,0
18.42898,32.16075,1
50.649621,3.181611,0
53.004704,-1.477944,0
53.66631,-0.698553,0
55.947458,-3.187286,0
51.674028,-3.689492,0
35.207793,-79.250456,2
38.88891,-77.049436,2
-21.746924,-57.696901,3
40.722453,-74.00932,2
52.245001,1.113973,0
51.324972,-0.211053,0
52.671949,19.76389,0
-14.190594,-60.692645,3
51.513793,-0.093054,0
54.13504,-1.520312,0
46.979811,83.653594,1
17.052684,129.995595,1
52.398672,0.264217,0
-17.936137,24.978047,3
20.204158,-75.769917,2
43.317554,-1.983521,0
33.590577,-80.935913,2
15.597906,37.71486,1
4.834985,-59.130742,3
44.903812,8.690772,0
37.664712,-85.914834,2
17.119171,-73.285626,2
51.057597,-1.315339,0
38.056794,36.909521,0
53.345268,-6.285978,0
52.578961,-2.084089,0
53.377344,-2.584979,0
44.416028,12.522024,0
-37.426664,175.353523,4
50.727148,-3.643405,0
62.984474,19.169503,0
41.41745,-79.716475,2
47.234597,5.45563,0
41.186891,-5.066116,0
39.212434,-78.110247,2
2.950975,19.495692,3
46.771302,8.247285,0
46.510877,-66.078093,2
47.925181,8.329703,0
-7.595048,21.14503,3
52.481134,-1.897102,0
50.575621,14.818726,0
40.428862,-80.005606,2
61.859435,-6.92005,0
55.956355,-4.814781,0
54.383222,-3.069357,0
49.098694,-1.402274,0
46.689738,1.504727,0
49.085781,-0.332971,0
43.98561,12.437413,0
28.48367,-99.753521,2
2.538773,19.95774,3
53.433727,-7.962122,0
36.934911,10.236709,0
47.610753,9.311021,0
38.017924,-3.876574,0
42.611418,70.141936,1
53.822318,39.545155,0
45.507951,6.357721,0
51.175603,-2.389605,0
22.406581,-79.964156,2
55.679975,12.590404,0
45.253751,-63.053527,2
60.355255,-1.372391,0
48.453417,7.360755,0
41.829427,-79.2064,2
44.592077,33.52564,0
41.222608,12.207365,0
-11.440074,24.581258,3
36.896552,-95.080552,2
29.981831,-90.081029,2
49.719418,17.163512,0
13.441972,-9.788317,3
65.088928,36.126297,0
51.787692,6.128563,0
51.03912,13.744657,0
51.563034,-0.084744,0
45.716258,38.315221,0
42.269157,-116.980682,2
48.83743,11.999226,0
45.612912,0.102661,0
37.068251,15.281976,0
53.192125,-2.890777,0
49.678369,7.248752,0
