centroid_latitude,centroid_longitude,cluster_label,cluster_name
49.63107735499114,6.306211062020081,0,Hotspot 1
26.922261295392953,70.78594471002711,1,Hotspot 2
37.61465987179487,-85.60040360096151,2,Hotspot 3
-6.772690325174835,-0.7543762272727272,3,Hotspot 4
-31.353063033898295,150.54472155932203,4,Hotspot 5
